 | Abstract services| #concrete service  | W0 	 	 | W1 	| W2 	 	| W3 	 	| W4 	 	 |
 | AS14280 			|  2 				 |   567 	 |567 	|  566  	|   567 	|  567 	     |
 | AS25535 			|  2 				 |   2294 	 |2294 	|  2294  	|   2294 	|  2294 	 | 
 | AS41417 			|  1 				 |   2644 	 |2644 	|  2644  	|   2644 	|  2644 	 | 
 | AS4725 			|  5 				 |   1869 	 |1869 	|  1869  	|   1869 	|  1869 	 | 
 | AS209 			|  23 				 |   4031 	 |4031 	|  4031  	|   4031 	|  4031 	 | 
 | AS12993 			|  1 				 |   1896 	 |1896 	|  1896  	|   1896 	|  1896 	 | 
 | AS12996 			|  3 				 |   2072 	 |2072 	|  2072  	|   2072 	|  2072 	 | 
 | AS12994 			|  1 				 |   2097 	 |2097 	|  2097  	|   2097 	|  2097 	 | 
 | AS42848 			|  1 				 |   1899 	 |1899 	|  1899  	|   1899 	|  1899 	 | 
 | AS10843 			|  20 				 |   3561 	 |3561 	|  3561  	|   3561 	|  3561 	 | 
 | AS12767 			|  1 				 |   953 	 |953 	|  953  	|   953 	|  953  	 |
 | AS36444 			|  3 				 |   4480 	 |4480 	|  4480  	|   4480 	|  4480 	 | 
 | AS33652 			|  1 				 |   596 	 |596 	|  596  	|   596 	|  596  	 |
 | AS17183 			|  16 				 |   3799 	 |3799 	|  3799  	|   3799 	|  3799 	 | 
 | AS30475 			|  11 				 |   2447 	 |2447 	|  2447  	|   2447 	|  2447 	 | 
 | AS16215 			|  6 				 |   2557 	 |2557 	|  2557  	|   2557 	|  2557 	 | 
 | AS33491 			|  3 				 |   3681 	 |3682 	|  3681  	|   3682 	|  3682 	 | 
 | AS33494 			|  9 				 |   3707 	 |3707 	|  3700  	|   3707 	|  3707 	 | 
 | AS21232 			|  1 				 |   2575 	 |2575 	|  2575  	|   2575 	|  2575 	 | 
 | AS111 			|  1 				 |   4239 	 |4239 	|  4239  	|   4239 	|  4239 	 | 
 | AS25542 			|  3 				 |   2001 	 |2001 	|  2001  	|   2001 	|  2001 	 | 
 | AS12695 			|  3 				 |   2277 	 |2291 	|  2277  	|   2291 	|  2291 	 | 
 | AS14537 			|  1 				 |   902 	 |902 	|  902  	|   902 	|  902  	 |
 | AS50 			|  2 				 |   4131 	 |4131 	|  4131  	|   4131 	|  4131 	 | 
 | AS38794 			|  4 				 |   2603 	 |2603 	|  2603  	|   2603 	|  2603 	 | 
 | AS9120 			|  2 				 |   1011 	 |1028 	|  1011  	|   1028 	|  1028 	 | 
 | AS9121 			|  2 				 |   2650 	 |2650 	|  2650  	|   2650 	|  2650 	 | 
 | AS4323 			|  17 				 |   3956 	 |3956 	|  3956  	|   3956 	|  3956 	 | 
 | AS41635 			|  3 				 |   2250 	 |2252 	|  2250  	|   2252 	|  2250 	 | 
 | AS12626 			|  6 				 |   1102 	 |1102 	|  1102  	|   1102 	|  1102 	 | 
 | AS21309 			|  3 				 |   1792 	 |1794 	|  1792  	|   1794 	|  1792 	 | 
 | AS8342 			|  5 				 |   950 	 |2269 	|  950  	|   2269 	|  2269 	 | 
 | AS12573 			|  1 				 |   2017 	 |2017 	|  2017  	|   2017 	|  2017 	 | 
 | AS12306 			|  9 				 |   1473 	 |4317 	|  736  	|   1473 	|  1473 	 | 
 | AS12301 			|  3 				 |   1512 	 |1514 	|  1512  	|   1514 	|  1514 	 | 
 | AS31621 			|  1 				 |   1454 	 |1454 	|  1454  	|   1454 	|  1454 	 | 
 | AS25137 			|  5 				 |   2193 	 |2193 	|  2193  	|   2193 	|  2193 	 | 
 | AS8208 			|  2 				 |   1434 	 |1434 	|  1434  	|   1434 	|  1434 	 | 
 | AS9338 			|  9 				 |   2046 	 |2046 	|  2040  	|   2046 	|  2046 	 | 
 | AS33970 			|  6 				 |   3035 	 |3035 	|  3035  	|   3035 	|  3035 	 | 
 | AS39542 			|  1 				 |   1194 	 |1194 	|  1194  	|   1194 	|  1194 	 | 
 | AS33876 			|  1 				 |   2205 	 |2205 	|  2205  	|   2205 	|  2205 	 | 
 | AS10694 			|  9 				 |   4123 	 |4354 	|  4123  	|   4124 	|  4123 	 | 
 | AS31715 			|  1 				 |   3057 	 |3057 	|  3057  	|   3057 	|  3057 	 | 
 | AS29838 			|  1 				 |   1007 	 |1007 	|  1007  	|   1007 	|  1007 	 | 
 | AS4589 			|  5 				 |   1163 	 |1163 	|  1163  	|   1163 	|  1163 	 | 
 | AS14298 			|  3 				 |   3981 	 |3981 	|  3981  	|   3981 	|  3981 	 | 
 | AS3778 			|  7 				 |   3839 	 |3838 	|  3839  	|   3838 	|  3836 	 | 
 | AS34011 			|  1 				 |   1318 	 |1318 	|  1318  	|   1318 	|  1318 	 | 
 | AS11830 			|  3 				 |   899 	 |899 	|  899  	|   899 	|  899  	 |
 | AS6983 			|  50 				 |   3214 	 |3234 	|  3214  	|   3214 	|  3214 	 | 
 | AS43220 			|  2 				 |   980 	 |981 	|  980  	|   980 	|  980  	 |
 | AS14992 			|  7 				 |   4097 	 |4097 	|  4097  	|   4097 	|  4097 	 | 
 | AS4927 			|  29 				 |   3424 	 |3424 	|  3424  	|   3424 	|  3424 	 | 
 | AS39111 			|  3 				 |   964 	 |1319 	|  964  	|   1319 	|  964 	     |
 | AS3614 			|  4 				 |   3539 	 |3541 	|  3539  	|   3541 	|  3539 	 | 
 | AS39116 			|  4 				 |   1088 	 |1088 	|  1088  	|   1088 	|  1088 	 | 
 | AS2914 			|  40 				 |   4416 	 |4416 	|  4416  	|   4416 	|  4416 	 | 
 | AS2852 			|  2 				 |   920 	 |920 	|  920  	|   920 	|  920  	 |
 | AS17477 			|  9 				 |   2062 	 |2062 	|  18    	|   2062 	|  2062 	 |
 | AS4771 			|  1 				 |   2060 	 |2060 	|  2060  	|   2060 	|  2060 	 | 
 | AS34555 			|  2 				 |   3111 	 |3111 	|  3111  	|   3111 	|  3111 	 | 
 | AS31122 			|  1 				 |   1581 	 |1581 	|  1581  	|   1581 	|  1581 	 | 
 | AS29134 			|  2 				 |   940 	 |940 	|  939  	|   940 	|  940   	 |
 | AS8182 			|  1 				 |   1574 	 |1574 	|  1574  	|   1574 	|  1574 	 | 
 | AS28885 			|  3 				 |   2124 	 |2124 	|  2124  	|   2124 	|  2124 	 | 
 | AS50474 			|  1 				 |   1203 	 |1203 	|  1203  	|   1203 	|  1203 	 | 
 | AS43892 			|  2 				 |   1532 	 |1533 	|  1532  	|   1533 	|  1533 	 | 
 | AS14335 			|  2 				 |   3596 	 |3597 	|  3596  	|   3597 	|  3597 	 | 
 | AS7678 			|  2 				 |   1878 	 |1878 	|  1878  	|   1878 	|  1878 	 | 
 | AS7679 			|  1 				 |   822 	 |822 	|  822  	|   822 	|  822   	 |
 | AS2828 			|  8 				 |   3460 	 |3460 	|  3460  	|   3460 	|  3460 	 | 
 | AS8972 			|  3 				 |   1343 	 |1344 	|  1343  	|   1343 	|  1343 	 | 
 | AS3292 			|  36 				 |   2068 	 |2478 	|  2068  	|   2478 	|  2478 	 | 
 | AS28717 			|  1 				 |   1022 	 |1022 	|  1022  	|   1022 	|  1022 	 | 
 | AS42572 			|  1 				 |   113 	 |113 	|  113  	|   113 	|  113  	 |
 | AS45152 			|  1 				 |   72 	 |72 	|  72    	|   72  	|  72   	 |
 | AS8803 			|  3 				 |   2554 	 |2555 	|  2554  	|   2554 	|  2554 	 | 
 | AS42612 			|  2 				 |   3783 	 |3783 	|  3783  	|   3783 	|  3783 	 | 
 | AS42976 			|  3 				 |   4117 	 |4117 	|  4117  	|   4117 	|  4117 	 | 
 | AS7753 			|  1 				 |   4173 	 |4173 	|  4173  	|   4173 	|  4173 	 | 
 | AS12874 			|  23 				 |   1821 	 |1821 	|  1711  	|   1821 	|  1821 	 | 
 | AS15557 			|  3 				 |   1184 	 |1184 	|  1184  	|   1184 	|  1184 	 | 
 | AS1930 			|  2 				 |   2204 	 |2208 	|  2204  	|   2208 	|  2204 	 | 
 | AS15555 			|  1 				 |   1523 	 |1523 	|  1523  	|   1523 	|  1523 	 | 
 | AS15418 			|  6 				 |   3011 	 |3011 	|  3011  	|   3011 	|  3011 	 | 
 | AS30818 			|  1 				 |   1531 	 |1531 	|  1531  	|   1531 	|  1531 	 | 
 | AS24673 			|  1 				 |   3060 	 |3060 	|  3060  	|   3060 	|  3060 	 |
 | AS24679 			|  1 				 |   1307 	 |1307 	|  1307  	|   1307 	|  1307 	 | 
 | AS5379 			|  1 				 |   2627 	 |2627 	|  2627  	|   2627 	|  2627 	 | 
 | AS3926 			|  1 				 |   571 	 |571 	|  571  	|   571 	|  571  	 |
 | AS9534 			|  1 				 |   1902 	 |1902 	|  1902  	|   1902 	|  1902 	 | 
 | AS15630 			|  1 				 |   2428 	 |2428 	|  2428  	|   2428 	|  2428 	 | 
 | AS11233 			|  1 				 |   4476 	 |4476 	|  4476  	|   4476 	|  4476 	 | 
 | AS6539 			|  1 				 |   4499 	 |4499 	|  4499  	|   4499 	|  4499 	 | 
 | AS32369 			|  2 				 |   3726 	 |3726 	|  3726  	|   3726 	|  3726 	 | 
 | AS1982 			|  2 				 |   3660 	 |3660 	|  3660  	|   3660 	|  3660 	 | 
 | AS44515 			|  1 				 |   968 	 |968 	|  968  	|   968 	|  968  	 |
 | AS6327 			|  239 				 |   304 	 |304 	|  304  	|   304 	|  304  	 |
 | AS8613 			|  1 				 |   3130 	 |3130 	|  3130  	|   3130 	|  3130 	 | 
 | AS8612 			|  3 				 |   1749 	 |1749 	|  1749  	|   1749 	|  1749 	 | 
 | AS8591 			|  1 				 |   2348 	 |2348 	|  2348  	|   2348 	|  2348 	 | 
 | AS210 			|  13 				 |   3712 	 |3712 	|  3709  	|   3712 	|  3712 	 | 
 | AS2648 			|  1 				 |   3789 	 |3789 	|  3789  	|   3789 	|  3789 	 | 
 | AS8758 			|  7 				 |   2966 	 |2966 	|  2966  	|   2966 	|  2966 	 | 
 | AS24958 			|  3 				 |   947 	 |948 	|  947  	|   948 	|  948  	 |
 | AS19089 			|  1 				 |   205 	 |205 	|  205  	|   205 	|  205  	 |
 | AS2641 			|  3 				 |   3624 	 |3624 	|  3624  	|   3624 	|  3624 	 | 
 | AS15083 			|  28 				 |   863 	 |864 	|  863  	|   864 	|  864  	 |
 | AS29164 			|  1 				 |   3071 	 |3071 	|  3071  	|   3071 	|  3071 	 | 
 | AS11489 			|  1 				 |   572 	 |572 	|  572  	|   572 	|  572 	     |
 | AS11520 			|  1 				 |   4212 	 |4212 	|  4212  	|   4212 	|  4212 	 | 
 | AS12617 			|  1 				 |   990 	 |990 	|  990  	|   990 	|  990  	 |
 | AS6400 			|  4 				 |   1031 	 |1031 	|  1030  	|   1031 	|  1031 	 | 
 | AS29671 			|  1 				 |   973 	 |973 	|  973  	|   973 	|  973  	 |
 | AS1842 			|  4 				 |   3890 	 |3890 	|  3890  	|   3890 	|  3890 	 | 
 | AS16206 			|  2 				 |   2446 	 |2446 	|  2446  	|   2446 	|  2446 	 | 
 | AS52 			|  1 				 |   4464 	 |4464 	|  4464  	|   4464 	|  4464 	 | 
 | AS1205 			|  4 				 |   108 	 |111 	|  108  	|   108 	|  108  	 |
 | AS8508 			|  3 				 |   2168 	 |2169 	|  2168  	|   2169 	|  2168 	 | 
 | AS5033 			|  1 				 |   4186 	 |4186 	|  4186  	|   4186 	|  4186 	 | 
 | AS23352 			|  1 				 |   1877 	 |1877 	|  1877  	|   1877 	|  1877 	 | 
 | AS15395 			|  6 				 |   3061 	 |3061 	|  3061  	|   3061 	|  3061 	 | 
 | AS11798 			|  18 				 |   3824 	 |3824 	|  3822  	|   3824 	|  3824 	 | 
 | AS36017 			|  3 				 |   4475 	 |4474 	|  4473  	|   4475 	|  4475 	 | 
 | AS14545 			|  1 				 |   4155 	 |4155 	|  4155  	|   4155 	|  4155 	 | 
 | AS55454 			|  3 				 |   2031 	 |2032 	|  2031  	|   2032 	|  2032 	 | 
 | AS36850 			|  4 				 |   3656 	 |3657 	|  3655  	|   3657 	|  3656 	 | 
 | AS40619 			|  4 				 |   3526 	 |3525 	|  3526  	|   3525 	|  3525 	 | 
 | AS30496 			|  10 				 |   4258 	 |4258 	|  4258  	|   4258 	|  4258 	 | 
 | AS16276 			|  8 				 |   1201 	 |1201 	|  1191  	|   1201 	|  1201 	 | 
 | AS24731 			|  1 				 |   2308 	 |2308 	|  2308  	|   2308 	|  2308 	 | 
 | AS5537 			|  2 				 |   2288 	 |2295 	|  2288  	|   2295 	|  2295 	 | 
 | AS8473 			|  3 				 |   2516 	 |2516 	|  2516  	|   2516 	|  2516 	 | 
 | AS13367 			|  10 				 |   3738 	 |3738 	|  3750  	|   3738 	|  3738 	 | 
 | AS11664 			|  1 				 |   9  	 |9 	|  9    	|   9   	|  9    	 |
 | AS12469 			|  1 				 |   2016 	 |2016 	|  2016  	|   2016 	|  2016 	 | 
 | AS5693 			|  9 				 |   4250 	 |4250 	|  4250  	|   4250 	|  4250 	 | 
 | AS2547 			|  1 				 |   1515 	 |1515 	|  1515  	|   1515 	|  1515 	 | 
 | AS12312 			|  4 				 |   1365 	 |1367 	|  1365  	|   1365 	|  1365 	 | 
 | AS30083 			|  2 				 |   4339 	 |4339 	|  4339  	|   4339 	|  4339 	 | 
 | AS33517 			|  8 				 |   1997 	 |1997 	|  1997  	|   1997 	|  1997 	 | 
 | AS8218 			|  1 				 |   966 	 |966 	|  966  	|   966 	|  966 	     |
 | AS4267 			|  1 				 |   4044 	 |4044 	|  4044  	|   4044 	|  4044 	 | 
 | AS4618 			|  3 				 |   2621 	 |2621 	|  2621  	|   2621 	|  2621 	 | 
 | AS33968 			|  1 				 |   3109 	 |3109 	|  3109  	|   3109 	|  3109 	 | 
 | AS4616 			|  1 				 |   1508 	 |1508 	|  1508  	|   1508 	|  1508 	 | 
 | AS5624 			|  1 				 |   1014 	 |1014 	|  1014  	|   1014 	|  1014 	 | 
